"","date","county","state","fips","cases","deaths"
"332","2020-04-11","Fairfax","Virginia",51059,946,16
"333","2020-04-11","Fairfax city","Virginia",51600,1,0
"334","2020-04-11","Fredericksburg city","Virginia",51630,11,0
"335","2020-04-11","King George","Virginia",51099,13,0
"336","2020-04-11","Loudoun","Virginia",51107,296,0
"337","2020-04-11","Manassas Park city","Virginia",51685,10,0
"338","2020-04-11","Manassas city","Virginia",51683,34,0
"339","2020-04-11","Prince William","Virginia",51153,390,1
"340","2020-04-11","Rappahannock","Virginia",51157,1,0
"341","2020-04-11","Spotsylvania","Virginia",51177,47,0
"342","2020-04-11","Stafford","Virginia",51179,67,0
"343","2020-04-11","Warren","Virginia",51187,15,0
"344","2020-04-12","Alexandria city","Virginia",51510,198,1
"345","2020-04-12","Arlington","Virginia",51013,366,2
"346","2020-04-12","Clarke","Virginia",51043,3,0
"347","2020-04-12","Culpeper","Virginia",51047,19,0
"348","2020-04-12","Fairfax","Virginia",51059,1008,16
"349","2020-04-12","Fairfax city","Virginia",51600,1,0
"350","2020-04-12","Fredericksburg city","Virginia",51630,12,0
"351","2020-04-12","King George","Virginia",51099,14,0
"352","2020-04-12","Loudoun","Virginia",51107,309,0
"353","2020-04-12","Manassas Park city","Virginia",51685,10,0
"354","2020-04-12","Manassas city","Virginia",51683,34,0
"355","2020-04-12","Prince William","Virginia",51153,389,1
"356","2020-04-12","Rappahannock","Virginia",51157,1,0
"357","2020-04-12","Spotsylvania","Virginia",51177,50,0
"358","2020-04-12","Stafford","Virginia",51179,72,1
"359","2020-04-12","Warren","Virginia",51187,15,0
"360","2020-04-13","Alexandria city","Virginia",51510,235,1
"361","2020-04-13","Arlington","Virginia",51013,390,3
"362","2020-04-13","Clarke","Virginia",51043,3,0
"363","2020-04-13","Culpeper","Virginia",51047,20,0
"364","2020-04-13","Fairfax","Virginia",51059,1164,20
"365","2020-04-13","Fairfax city","Virginia",51600,1,0
"366","2020-04-13","Falls Church city","Virginia",51610,2,0
"367","2020-04-13","Fredericksburg city","Virginia",51630,13,0
"368","2020-04-13","King George","Virginia",51099,14,0
"369","2020-04-13","Loudoun","Virginia",51107,324,5
"370","2020-04-13","Manassas Park city","Virginia",51685,10,0
"371","2020-04-13","Manassas city","Virginia",51683,41,0
"372","2020-04-13","Prince William","Virginia",51153,434,1
"373","2020-04-13","Rappahannock","Virginia",51157,1,0
"374","2020-04-13","Spotsylvania","Virginia",51177,51,0
"375","2020-04-13","Stafford","Virginia",51179,87,1
"376","2020-04-13","Warren","Virginia",51187,17,0
"377","2020-04-14","Alexandria city","Virginia",51510,247,1
